id,worker_id,accession,version,version_number,genbank_accession,genbank_version,taxonomy_id,name,refseq_category,bioproject,biosample,wgs_master,isolate,version_status,assembly_level,release_type,release_date,assembly_name,submitter,ftp_path,superkingdom,phylum,class,order,family,genus,species,strain,stats,meta,biosample_id,createdAt,updatedAt,WorkerId
365,,GCF_000007565,GCF_000007565.2,2,GCA_000007565,GCA_000007565.2,160488,Pseudomonas putida KT2440,reference genome,PRJNA57843,SAMN02603999,,,latest,Complete Genome,Major,2016-02-26,ASM756v2,TIGR,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/565/GCF_000007565.2_ASM756v2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,KT2440,{},{},2603999,2018-03-28T14:09:25.281Z,2021-03-04T04:41:46.314Z,
499,,GCF_000024505,GCF_000024505.1,1,GCA_000024505,GCA_000024505.1,574556,Anaplasma centrale str. Israel,representative genome,PRJNA224116,SAMN02604279,,,latest,Complete Genome,Major,2009-11-24,ASM2450v1,USDA-ARS,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/505/GCF_000024505.1_ASM2450v1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma,Anaplasma centrale,str. Israel,{},{},2604279,2018-03-28T14:09:25.358Z,2021-03-04T04:45:41.956Z,
566,,GCF_000423825,GCF_000423825.1,1,GCA_000423825,GCA_000423825.1,1123368,Thermithiobacillus tepidarius DSM 3134,representative genome,PRJNA224116,SAMN02441488,AUIS00000000.1,,latest,Scaffold,Major,2013-07-11,ASM42382v1,DOE Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/423/825/GCF_000423825.1_ASM42382v1,Bacteria,Proteobacteria,Acidithiobacillia,Acidithiobacillales,Thermithiobacillaceae,Thermithiobacillus,Thermithiobacillus tepidarius,DSM 3134,{},{},2441488,2018-03-28T14:09:25.428Z,2021-03-04T04:47:35.382Z,
1517,,GCF_000828835,GCF_000828835.1,1,GCA_000828835,GCA_000828835.1,40754,Thioploca ingrica,representative genome,PRJNA224116,SAMD00019192,,,latest,Complete Genome,Major,2014-09-19,ASM82883v1,"The Institute of Low Temperature Science, Hokkaido University",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/835/GCF_000828835.1_ASM82883v1,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thioploca,Thioploca ingrica,,{},{},3324585,2018-03-28T14:09:26.171Z,2021-03-04T05:15:37.132Z,
2003,,GCF_001483865,GCF_001483865.1,1,GCA_001483865,GCA_001483865.1,76731,Roseateles depolymerans,representative genome,PRJNA224116,SAMN04363976,,,latest,Complete Genome,Major,2016-01-04,ASM148386v1,KCTC (Korean Collection for Type Cultures),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/483/865/GCF_001483865.1_ASM148386v1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Roseateles,Roseateles depolymerans,,{},{},4363976,2018-03-28T14:09:26.438Z,2021-03-04T05:30:12.685Z,
2115,,GCF_900099695,GCF_900099695.1,1,GCA_900099695,GCA_900099695.1,83767,Propionivibrio dicarboxylicus,representative genome,PRJNA224116,SAMN05660652,FNCY00000000.1,,latest,Scaffold,Major,2016-10-21,IMG-taxon 2599185173 annotated assembly,DOE - JOINT GENOME INSTITUTE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/099/695/GCF_900099695.1_IMG-taxon_2599185173_annotated_assembly,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Propionivibrio,Propionivibrio dicarboxylicus,,{},{},5660652,2018-03-28T14:09:26.524Z,2021-03-04T05:33:31.726Z,
2203,,GCF_900104445,GCF_900104445.1,1,GCA_900104445,GCA_900104445.1,91360,Desulforhopalus singaporensis,representative genome,PRJNA224116,SAMN05660330,FNJI00000000.1,,latest,Scaffold,Major,2016-10-21,IMG-taxon 2596583525 annotated assembly,DOE - JOINT GENOME INSTITUTE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/104/445/GCF_900104445.1_IMG-taxon_2596583525_annotated_assembly,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulforhopalus,Desulforhopalus singaporensis,,{},{},5660330,2018-03-28T14:09:26.555Z,2021-03-04T05:36:03.040Z,
2246,,GCF_000210915,GCF_000210915.2,2,GCA_000210915,GCA_000210915.2,862908,Halobacteriovorax marinus SJ,representative genome,PRJNA224116,SAMEA3138385,,,latest,Complete Genome,Major,2012-11-02,ASM21091v2,Wellcome Trust Sanger Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/210/915/GCF_000210915.2_ASM21091v2,Bacteria,Proteobacteria,Oligoflexia,Bacteriovoracales,Halobacteriovoraceae,Halobacteriovorax,Halobacteriovorax marinus,SJ,{},{},3215831,2018-03-28T14:09:26.583Z,2021-03-04T05:37:20.815Z,
2335,,GCF_000510805,GCF_000510805.1,1,GCA_000510805,GCA_000510805.1,1111732,Ignatzschineria larvae DSM 13226,representative genome,PRJNA224116,SAMN02597183,AZOD00000000.1,,latest,Scaffold,Major,2013-12-18,ASM51080v1,DOE Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/510/805/GCF_000510805.1_ASM51080v1,Bacteria,Proteobacteria,Gammaproteobacteria,,,Ignatzschineria,Ignatzschineria larvae,DSM 13226,{},{},2597183,2018-03-28T14:09:26.647Z,2021-03-04T05:40:02.118Z,
2441,,GCF_000008465,GCF_000008465.1,1,GCA_000008465,GCA_000008465.1,283942,Idiomarina loihiensis L2TR,representative genome,PRJNA224116,SAMN02604184,,,latest,Complete Genome,Major,2004-12-02,ASM846v1,University of Hawaii at Manoa,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/465/GCF_000008465.1_ASM846v1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina loihiensis,L2TR,{},{},2604184,2018-03-28T14:09:26.705Z,2021-03-04T05:43:02.644Z,
