id,worker_id,accession,version,version_number,genbank_accession,genbank_version,taxonomy_id,name,refseq_category,bioproject,biosample,wgs_master,isolate,version_status,assembly_level,release_type,release_date,assembly_name,submitter,ftp_path,superkingdom,phylum,class,order,family,genus,species,strain,stats,meta,biosample_id,createdAt,updatedAt,WorkerId
274,,GCF_000020965,GCF_000020965.1,1,GCA_000020965,GCA_000020965.1,309799,Dictyoglomus thermophilum H-6-12,representative genome,PRJNA224116,SAMN02603928,,,latest,Complete Genome,Major,2008-09-26,ASM2096v1,The J. Craig Venter Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/965/GCF_000020965.1_ASM2096v1,Bacteria,Dictyoglomi,Dictyoglomia,Dictyoglomales,Dictyoglomaceae,Dictyoglomus,Dictyoglomus thermophilum,H-6-12,{},{},2603928,2018-03-28T14:09:25.187Z,2021-03-04T04:39:16.228Z,
296,,GCF_000165715,GCF_000165715.2,2,GCA_000165715,GCA_000165715.3,756272,Rubinisphaera brasiliensis DSM 5305,representative genome,PRJNA224116,SAMN00103628,,,latest,Complete Genome,Major,2011-03-01,ASM16571v3,US DOE Joint Genome Institute (JGI-PGF),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/165/715/GCF_000165715.2_ASM16571v3,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,Rubinisphaera brasiliensis,DSM 5305,{},{},103628,2018-03-28T14:09:25.188Z,2021-03-04T04:39:50.890Z,
309,,GCF_001676785,GCF_001676785.2,2,GCA_001676785,GCA_001676785.2,1266923,Brachyspira hyodysenteriae ATCC 27164,representative genome,PRJNA224116,SAMN05172954,,,latest,Complete Genome,Major,2016-09-30,ASM167678v2,University of Minnesota,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/676/785/GCF_001676785.2_ASM167678v2,Bacteria,Spirochaetes,Spirochaetia,Brachyspirales,Brachyspiraceae,Brachyspira,Brachyspira hyodysenteriae,ATCC 27164,{},{},5172954,2018-03-28T14:09:25.247Z,2021-03-04T04:40:15.896Z,
318,,GCF_000284315,GCF_000284315.1,1,GCA_000284315,GCA_000284315.1,1162668,Leptospirillum ferrooxidans C2-3,representative genome,PRJNA224116,SAMD00061058,,,latest,Complete Genome,Major,2012-03-30,ASM28431v1,"Ibaraki University, college of agriculture",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/315/GCF_000284315.1_ASM28431v1,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Leptospirillum,Leptospirillum ferrooxidans,C2-3,{},{},5831861,2018-03-28T14:09:25.247Z,2021-03-04T04:40:30.850Z,
354,,GCF_001399775,GCF_001399775.1,1,GCA_001399775,GCA_001399775.1,498848,Thermus aquaticus Y51MC23,representative genome,PRJNA224116,SAMN02441811,,,latest,Complete Genome,Major,2015-10-19,ASM139977v1,Lucigen Corp.,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/399/775/GCF_001399775.1_ASM139977v1,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus aquaticus,Y51MC23,{},{},2441811,2018-03-28T14:09:25.248Z,2021-03-04T04:41:30.122Z,
365,,GCF_000007565,GCF_000007565.2,2,GCA_000007565,GCA_000007565.2,160488,Pseudomonas putida KT2440,reference genome,PRJNA57843,SAMN02603999,,,latest,Complete Genome,Major,2016-02-26,ASM756v2,TIGR,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/565/GCF_000007565.2_ASM756v2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,KT2440,{},{},2603999,2018-03-28T14:09:25.281Z,2021-03-04T04:41:46.314Z,
521,,GCF_000024405,GCF_000024405.1,1,GCA_000024405,GCA_000024405.1,526218,Sebaldella termitidis ATCC 33386,representative genome,PRJNA224116,SAMN02598468,,,latest,Complete Genome,Major,2009-11-18,ASM2440v1,US DOE Joint Genome Institute (JGI-PGF),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/405/GCF_000024405.1_ASM2440v1,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sebaldella,Sebaldella termitidis,ATCC 33386,{},{},2598468,2018-03-28T14:09:25.393Z,2021-03-04T04:46:18.306Z,
524,,GCF_000146505,GCF_000146505.1,1,GCA_000146505,GCA_000146505.1,59374,Fibrobacter succinogenes subsp. succinogenes S85,representative genome,PRJNA224116,SAMN02603971,,,latest,Complete Genome,Major,2010-08-06,ASM14650v1,TIGR,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/146/505/GCF_000146505.1_ASM14650v1,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,Fibrobacter succinogenes,subsp. succinogenes S85,{},{},2603971,2018-03-28T14:09:25.393Z,2021-03-04T04:46:23.955Z,
562,,GCF_000021485,GCF_000021485.1,1,GCA_000021485,GCA_000021485.1,243159,Acidithiobacillus ferrooxidans ATCC 23270,representative genome,PRJNA224116,SAMN02603974,,,latest,Complete Genome,Major,2008-12-19,ASM2148v1,TIGR,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/485/GCF_000021485.1_ASM2148v1,Bacteria,Proteobacteria,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Acidithiobacillus ferrooxidans,ATCC 23270,{},{},2603974,2018-03-28T14:09:25.428Z,2021-03-04T04:47:27.337Z,
600,,GCF_000265505,GCF_000265505.1,1,GCA_000265505,GCA_000265505.1,880071,Bernardetia litoralis DSM 6794,representative genome,PRJNA224116,SAMN02261370,,,latest,Complete Genome,Major,2012-06-11,ASM26550v1,JGI,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/265/505/GCF_000265505.1_ASM26550v1,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Bernardetiaceae,Bernardetia,Bernardetia litoralis,DSM 6794,{},{},2261370,2018-03-28T14:09:25.430Z,2021-03-04T04:48:38.814Z,
